egoid,parentND_1,grandparentND_1,siblingND_1,uncleND_1,cousinND_1,otherrelativeND_1,momdec_1,momusa_1,daddec_1,dadusa_1,madaddec_1,madadusa_1,mamomdec_1,mamomusa_1,padaddec_1,padadusa_1,pamomdec_1,pamomusa_1,parentstatus_1,dadage_1,momage_1,yrdadborn_1,yrdaddec_1,yrmomborn_1,yrmomdec_1,numbros_1,numsis_1,numsib_1,adopted_1,birthorder_1,parentincome_1,momeduc_1,dadeduc_1,parenteduc_1,momrace_AmInd_1,momrace_Asian_1,momrace_Black_1,momrace_Latino_1,momrace_Haw_1,momrace_White_1,dadrace_AmInd_1,dadrace_Asian_1,dadrace_Black_1,dadrace_Latino_1,dadrace_Haw_1,dadrace_White_1,dad_multiracial_1,mom_multiracial_1,momrace_1,dadrace_1,parentrace_1,momrelig_1,dadrelig_1,yourelig_1,yourelig_7,yourelig_8
83542,,,,,,,,,,,,,,,,,,,Living together,46.0,47.0,,,,,1.0,0.0,1.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
18222,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,1.0,1.0,Living together,60.0,42.0,,,,,1.0,1.0,2.0,No,first born,"less than $25,000",Graduate or professional degree,Graduate or professional degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Protestant,Other Religion,No Religion,No Religion,
39738,,,,,,,,1.0,,,,1.0,,1.0,1.0,,,,Divorced or living apart,49.0,40.0,,,,,1.0,4.0,5.0,No,second born,"less than $25,000",High school graduate,High school graduate,Both no college,,,,1.0,,,,,1.0,,,,1.0,1.0,Latino,Black,Parents different race,Other Religion,Other Religion,Other Religion,,
26858,,,1.0,,,,,,,,,1.0,,1.0,,1.0,,,Living together,48.0,47.0,,,,,1.0,0.0,1.0,No,second born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,1.0,,1.0,3.0,1.0,Asian-American,multiracial,1 or both parents multi-racial,Catholic,No Religion,Catholic,Catholic,Catholic
70552,,,,,,,,,,,,,,,,,,,Living together,45.0,44.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Other Religion,No Religion,,
38826,,,1.0,,,,,,,,,1.0,,1.0,,,,,Living together,55.0,51.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,Catholic,
93504,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,56.0,52.0,,,,,0.0,1.0,1.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,,Catholic
64232,1.0,,1.0,1.0,,,,,,,,,,,1.0,,1.0,,Living together,55.0,55.0,,,,,1.0,1.0,2.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
37404,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,,1.0,,1.0,Living together,50.0,47.0,,,,,2.0,0.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,1.0,,,,,,1.0,,,,1.0,1.0,Black,Black,Both parents same race,Protestant,Protestant,Protestant,No Religion,Protestant
25961,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,,1.0,,Living together,49.0,47.0,,,,,2.0,0.0,2.0,No,first born,"$50,000 - $74,999",Graduate or professional degree,College/Univeristy degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Catholic,Catholic,Catholic,,
87330,,,1.0,,,,,,,,1.0,,,,,1.0,,1.0,Living together,49.0,51.0,,,,,0.0,3.0,3.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,1.0,,1.0,2.0,1.0,White,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic,,
92028,,,,,,,,1.0,,,,1.0,1.0,1.0,1.0,,1.0,,Living together,56.0,51.0,,,,,0.0,2.0,2.0,No,third born,"$100,000 - $149,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,,1.0,,,,,,,,1.0,1.0,1.0,Latino,White,Parents different race,Catholic,Catholic,Catholic,,
82248,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,49.0,45.0,,,,,1.0,0.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,1.0,,1.0,,,,1.0,,,1.0,2.0,multiracial,Latino,1 or both parents multi-racial,Catholic,Catholic,Catholic,Catholic,Catholic
28824,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,1.0,1.0,,1.0,Divorced or living apart,52.0,51.0,,,,,2.0,0.0,2.0,No,first born,"less than $25,000",Did not graduate from high school,Did not graduate from high school,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
11482,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,Divorced or living apart,50.0,52.0,,,,,1.0,0.0,1.0,No,first born,"less than $25,000",High school graduate,Did not graduate from high school,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
69936,,,,,,,,,,,,,,,,,,,Living together,51.0,57.0,,,,,0.0,1.0,1.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,Catholic,
91320,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Divorced or living apart,48.0,41.0,,,,,1.0,1.0,2.0,No,first born,"$25,000 - $49,999",Graduate or professional degree,High school graduate,1 parent no college,,,,1.0,,,,,1.0,,,,1.0,1.0,Latino,Black,Parents different race,Other Religion,Other Religion,Other Religion,,
37001,1.0,,1.0,,1.0,,,,,,,,,,1.0,,,1.0,Living together,53.0,51.0,,,,,2.0,1.0,3.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
70492,,,,,,,,,,,,,,,,,,,Living together,,,,,,,1.0,0.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,1.0,,1.0,,,,1.0,,1.0,2.0,2.0,multiracial,multiracial,1 or both parents multi-racial,Catholic,Catholic,Catholic,Catholic,Catholic
95543,1.0,1.0,1.0,,,,,,,,,,1.0,,,,,,Living together,50.0,46.0,,,,,2.0,3.0,5.0,No,fourth born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
21380,,,,,,,,,,,,,,,1.0,,1.0,,Divorced or living apart,57.0,51.0,,,,,2.0,2.0,4.0,No,third born,"$150,000 - $199,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Protestant,Catholic,Catholic,Catholic
67106,,,,,,1.0,,,,,,,1.0,,1.0,,,,Living together,43.0,42.0,,,,,3.0,1.0,4.0,No,first born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
25495,1.0,,1.0,1.0,,,,,,,,,1.0,,,,,,Living together,50.0,50.0,,,,,1.0,3.0,4.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,Catholic
26581,,,,,,,,1.0,,,,1.0,,1.0,,,,,Living together,51.0,52.0,,,,,1.0,0.0,1.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,1.0,,,,,,,,,,1.0,1.0,1.0,Asian-American,White,Parents different race,Other Religion,Catholic,No Religion,,
66642,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,52.0,51.0,,,,,0.0,1.0,1.0,No,first born,"$150,000 - $199,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
83612,1.0,1.0,,,,,,,,,,,,,1.0,,,,Living together,52.0,45.0,,,,,2.0,1.0,3.0,No,second born,"$200,000 - $249,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
63954,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,48.0,44.0,,,,,0.0,0.0,0.0,No,only child,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,No Religion,No Religion,No Religion,,
20665,,,,1.0,,,,,,,1.0,,,,,,,,Living together,45.0,45.0,,,,,1.0,0.0,1.0,No,first born,"$75,000 - $99,999",Graduate or professional degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
19122,1.0,1.0,,1.0,,,,,,,,,,,,,,,Living together,41.0,44.0,,,,,1.0,7.0,8.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
99978,1.0,,,,1.0,,,,,,,,,,,,,,Living together,42.0,42.0,,,,,3.0,3.0,6.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
92566,,,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,Living together,57.0,57.0,,,,,1.0,1.0,2.0,No,first born,"$25,000 - $49,999",High school graduate,Postsecondary school  or some college,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
39414,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,54.0,56.0,,,,,5.0,3.0,8.0,No,"sixth born of later, the youngest","less than $25,000",Did not graduate from high school,High school graduate,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
35987,,,,,,,,,,,,,,,,,,,Living together,57.0,56.0,,,,,0.0,1.0,1.0,No,second born,"$50,000 - $74,999",College/Univeristy degree,Postsecondary school  or some college,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
66655,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,Living together,53.0,52.0,,,,,1.0,1.0,2.0,No,second born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
10547,,,,,,,,,,,,,,,,,1.0,,Divorced or living apart,60.0,55.0,,,,,2.0,0.0,2.0,No,only child,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,No Religion,Catholic,,
46373,1.0,,,,,,,,,,,,,,1.0,,1.0,,Living together,54.0,50.0,,,,,1.0,1.0,2.0,No,second born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
79341,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Divorced or living apart,,52.0,,,,,0.0,2.0,2.0,No,second born,"less than $25,000",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,1.0,,1.0,2.0,1.0,White,multiracial,1 or both parents multi-racial,Catholic,No Religion,Catholic,,
19591,,,,,,,,1.0,,1.0,,1.0,1.0,1.0,,1.0,,1.0,Living together,52.0,50.0,,,,,1.0,0.0,1.0,No,second born,"$200,000 - $249,999",Postsecondary school  or some college,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,No Religion,Protestant,Protestant,
83536,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Divorced or living apart,52.0,51.0,,,,,0.0,1.0,1.0,No,second born,"$250,000 or more",Postsecondary school  or some college,Graduate or professional degree,1 parent no college,,,,,,1.0,,,,1.0,,,1.0,1.0,White,Latino,Parents different race,Catholic,Catholic,Catholic,,
66682,,,,,,,,,,,,,,,,,,,Living together,49.0,45.0,,,,,1.0,1.0,2.0,No,first born,"$50,000 - $74,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
88337,,,,1.0,1.0,,,,,,,,,,,,,,Living together,53.0,49.0,,,,,1.0,2.0,3.0,No,first born,"$250,000 or more",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
67608,1.0,,,1.0,,,,,,,,1.0,,,,,,,Living together,46.0,46.0,,,,,1.0,2.0,3.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
19735,,,,,,,,,,,,,,,,,,,Living together,52.0,51.0,,,,,1.0,2.0,3.0,No,second born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,,
42513,,,,1.0,1.0,,,,,,,,1.0,,1.0,,,,Living together,59.0,55.0,,,,,0.0,2.0,2.0,No,second born,"$250,000 or more",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
64595,,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,50.0,52.0,,,,,0.0,2.0,2.0,No,first born,"$100,000 - $149,999",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
85134,,,,,,,,,,,,,1.0,,,,,,Living together,58.0,53.0,,,,,1.0,1.0,2.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
51952,1.0,,,,,,,,,,1.0,,1.0,,1.0,,,,Living together,60.0,56.0,,,,,0.0,1.0,1.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
28837,,,,,,,,,,,,,,,,,,,Living together,46.0,48.0,,,,,1.0,1.0,2.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
46266,,,,,,,,,,,,,,,,,,1.0,Living together,43.0,46.0,,,,,1.0,1.0,2.0,No,first born,"$50,000 - $74,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Other Religion,Other Religion,Other Religion,,
61289,,,,,,,,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Divorced or living apart,54.0,47.0,,,,,1.0,1.0,2.0,No,second born,"less than $25,000",College/Univeristy degree,High school graduate,1 parent no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
18743,,1.0,,1.0,1.0,,,,,,1.0,,1.0,,1.0,,,,Living together,50.0,50.0,,,,,2.0,2.0,4.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
13647,,,,,,,,,,,1.0,,,,,,1.0,,Living together,50.0,51.0,,,,,2.0,1.0,3.0,No,first born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Catholic,Other Religion,,
59207,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,Living together,49.0,49.0,,,,,0.0,2.0,2.0,No,second born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
48946,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,62.0,59.0,,,,,2.0,0.0,2.0,No,second born,"$50,000 - $74,999",Postsecondary school  or some college,High school graduate,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
86083,,,1.0,,,,,,,,,,,,1.0,,,,Living together,45.0,46.0,,,,,2.0,4.0,6.0,No,third born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
96613,,,,,,,,,,,,,,,1.0,,1.0,,Living together,58.0,51.0,,,,,0.0,1.0,1.0,No,first born,"$200,000 - $249,999",College/Univeristy degree,College/Univeristy degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
49014,,,,,,,,1.0,,1.0,,1.0,,1.0,,1.0,,1.0,Living together,53.0,53.0,,,,,1.0,0.0,1.0,No,second born,"$25,000 - $49,999",High school graduate,College/Univeristy degree,1 parent no college,,1.0,,,,,,1.0,,,,,1.0,1.0,Asian-American,Asian-American,Both parents same race,Protestant,Protestant,Protestant,Protestant,
50766,,,,,,,,,,,1.0,,1.0,,1.0,,1.0,,Living together,50.0,50.0,,,,,2.0,1.0,3.0,No,second born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,No Religion,No Religion,
71089,,,,,,,,,,,,,1.0,,,,,,Living together,51.0,46.0,,,,,2.0,1.0,3.0,No,third born,"$50,000 - $74,999",College/Univeristy degree,High school graduate,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,Protestant,Protestant
80980,,1.0,,1.0,1.0,,,,,,1.0,,,,1.0,,,,Living together,58.0,57.0,,,,,1.0,1.0,2.0,No,third born,"$200,000 - $249,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
29115,1.0,,,,,,,,,,1.0,,,,1.0,,1.0,,Living together,56.0,53.0,,,,,0.0,2.0,2.0,No,second born,"$75,000 - $99,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,No Religion,No Religion,No Religion,,
98462,,,,,,,,,,,1.0,,,1.0,1.0,1.0,,1.0,Living together,49.0,50.0,,,,,1.0,0.0,1.0,No,first born,"$150,000 - $199,999",High school graduate,College/Univeristy degree,1 parent no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
94455,,,,,,,,1.0,,1.0,,1.0,,1.0,1.0,1.0,,1.0,Living together,45.0,45.0,,,,,1.0,2.0,3.0,No,second born,"$25,000 - $49,999",Postsecondary school  or some college,Postsecondary school  or some college,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
11148,,,,,,,,,,,,,,,1.0,,1.0,1.0,Living together,51.0,52.0,,,,,6.0,0.0,6.0,No,"sixth born of later, the youngest","$50,000 - $74,999",High school graduate,High school graduate,Both no college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Protestant,Protestant,Protestant,,
88384,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,1.0,1.0,1.0,Living together,48.0,41.0,,,,,0.0,1.0,1.0,No,first born,"$50,000 - $74,999",Did not graduate from high school,Did not graduate from high school,Both no college,,,,1.0,,,,,,1.0,,,1.0,1.0,Latino,Latino,Both parents same race,Catholic,Catholic,Catholic,,
60904,,,,,,,,,,,1.0,,1.0,,,,,,Living together,55.0,54.0,,,,,2.0,1.0,3.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
64302,,,,,1.0,,,,,,,,,,,1.0,,,Living together,51.0,48.0,,,,,1.0,1.0,2.0,No,first born,,College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,Catholic
51882,,,,,,,,,,,1.0,1.0,1.0,,,1.0,,1.0,Divorced or living apart,52.0,52.0,,,,,0.0,3.0,3.0,No,fourth born,"$25,000 - $49,999",High school graduate,High school graduate,Both no college,,,,,,1.0,,,1.0,1.0,,,2.0,1.0,White,multiracial,1 or both parents multi-racial,No Religion,No Religion,No Religion,,
54200,,,,,,,,,,,,,,,,,,,Living together,49.0,48.0,,,,,1.0,3.0,4.0,No,third born,"$250,000 or more",Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,,
22688,1.0,1.0,,1.0,1.0,,,,,,,,,,1.0,,,,Living together,49.0,49.0,,,,,0.0,2.0,2.0,No,first born,"$100,000 - $149,999",College/Univeristy degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,No Religion,
38815,,,,1.0,,,,,,,,,,,1.0,,,,Living together,50.0,48.0,,,,,0.0,2.0,2.0,No,first born,,Graduate or professional degree,Graduate or professional degree,both parent college,,,,,,1.0,,,,,,1.0,1.0,1.0,White,White,Both parents same race,Catholic,Catholic,Catholic,Catholic,
